date,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_festival_day,festival_window,is_public_holiday,season,season_code,season_multiplier,temperature_c,rainfall_mm,humidity_pct,heavy_rain,is_promotion_day,discount_pct,online_delivery_active,delivery_growth_factor,staff_on_duty,competitor_nearby,lockdown_level,avg_order_value_inr,menu_item_count,google_rating,dow_effect,month_effect,yoy_growth,total_orders,orders_lag_1,orders_lag_7,orders_lag_30,orders_roll_7_mean,orders_roll_30_mean,orders_roll_7_std
2019-01-11,2019,1,11,4,2,1,0,0,0,0,0,0,Winter,3,1.05,17.073164614375074,11.63712057990887,56.69276438142957,0,0,0.0,0,1.0,6,0,0,416.56768219135597,42,4.3,1.0,0.95,1.0,133,134.0,130.0,,134.28571428571428,,29.61257776528011
2019-01-12,2019,1,12,5,2,1,1,0,0,0,0,0,Winter,3,1.05,17.068540492859487,0.3437708089506855,50.310372117318,0,0,0.0,0,1.0,11,0,0,380.9574976888853,38,3.9,1.35,0.95,1.0,190,133.0,184.0,,134.71428571428572,,29.56188021599374
2019-01-13,2019,1,13,6,2,1,1,0,0,0,0,0,Winter,3,1.05,18.48392454313207,3.8174992294642345,56.083124877023096,0,0,0.0,0,1.0,11,0,0,380.3755106389339,42,4.0,1.25,0.95,1.0,162,190.0,163.0,,135.57142857142858,,31.266900192040904
2019-01-14,2019,1,14,0,3,1,0,0,0,0,0,0,Winter,3,1.05,14.173439510684403,0.766555051037578,49.87123658179861,0,0,0.0,0,1.0,10,0,0,338.68962689482527,38,4.1,0.85,0.95,1.0,113,162.0,102.0,,135.42857142857142,,31.122645254204336
2019-01-15,2019,1,15,1,3,1,0,0,0,0,0,0,Winter,3,1.05,14.550164334973935,0.05887836307241012,60.50410699211302,0,0,0.0,0,1.0,7,0,0,305.1641210492736,39,4.2,0.82,0.95,1.0,100,113.0,109.0,,137.0,,29.38253449471868
2019-01-16,2019,1,16,2,3,1,0,0,0,0,0,0,Winter,3,1.05,16.875424941518055,2.741203428218688,60.306854824365665,0,1,19.3,0,1.0,10,0,0,243.20897023087824,40,4.4,0.88,0.95,1.0,159,100.0,118.0,,135.71428571428572,,30.966187396978047
2019-01-17,2019,1,17,3,3,1,0,0,0,0,0,0,Winter,3,1.05,15.974337759331153,1.7480760959518882,57.66003099410972,0,0,0.0,0,1.0,9,0,0,392.10189242939,38,4.1,0.9,0.95,1.0,115,159.0,134.0,,141.57142857142858,,30.934646934341764
2019-01-18,2019,1,18,4,3,1,0,0,0,0,0,0,Winter,3,1.05,18.628494665190548,3.327664871115796,56.808305306235084,0,0,0.0,0,1.0,9,0,0,276.282523750093,41,4.1,1.0,0.95,1.0,151,115.0,133.0,,138.85714285714286,,32.50347966720164
2019-01-19,2019,1,19,5,3,1,1,0,0,0,0,0,Winter,3,1.05,16.183951848957577,4.304278785462037,63.80594062433687,0,0,0.0,0,1.0,12,0,0,409.8908580843502,38,3.9,1.35,0.95,1.0,181,151.0,190.0,,141.42857142857142,,32.67444028011876
2019-01-20,2019,1,20,6,3,1,1,0,0,0,0,0,Winter,3,1.05,15.175392597329417,0.2236223312795628,54.99843163694113,0,0,0.0,0,1.0,11,0,0,435.463179710306,39,3.9,1.25,0.95,1.0,140,181.0,162.0,,140.14285714285714,,30.552842592403575
2019-01-21,2019,1,21,0,4,1,0,0,0,0,0,0,Winter,3,1.05,20.931297537843108,0.6562602194234074,49.090629372896,0,0,0.0,0,1.0,8,0,0,291.95094804395364,41,4.1,0.85,0.95,1.0,121,140.0,113.0,,137.0,,29.022979401386987
2019-01-22,2019,1,22,1,4,1,0,0,0,0,0,0,Winter,3,1.05,17.54844739902693,4.089499198641233,57.24736956416153,0,0,0.0,0,1.0,6,0,0,313.0292638961971,41,4.4,0.82,0.95,1.0,128,121.0,100.0,,138.14285714285714,,28.062006173404463
2019-01-23,2019,1,23,2,4,1,0,0,0,0,0,0,Winter,3,1.05,18.13505640937585,2.1016300809552897,65.43023524768557,0,1,28.8,0,1.0,6,0,0,340.92716753566356,38,4.1,0.88,0.95,1.0,160,128.0,159.0,,142.14285714285714,,23.31257580097466
2019-01-24,2019,1,24,3,4,1,0,0,0,0,1,0,Winter,3,1.05,15.150503627573087,6.531384192807291,49.92620253407074,0,0,0.0,0,1.0,6,0,0,371.3156688090816,39,4.0,0.9,0.95,1.0,156,160.0,115.0,,142.28571428571428,,23.435829305533314
2019-01-25,2019,1,25,4,4,1,0,0,0,0,1,0,Winter,3,1.05,16.911234550949636,5.2819561062585505,53.19268616653007,0,0,0.0,0,1.0,8,0,0,325.3085717248445,41,4.2,1.0,0.95,1.0,165,156.0,151.0,,148.14285714285714,,20.407748295100756
2019-01-26,2019,1,26,5,4,1,1,0,0,1,1,1,Winter,3,1.05,18.22184517941973,9.341184497486841,57.08223019050726,0,0,0.0,0,1.0,14,0,0,528.0899601344469,40,3.8,1.35,0.95,1.0,309,165.0,181.0,,150.14285714285714,,21.39648391230486
2019-01-27,2019,1,27,6,4,1,1,0,0,0,1,0,Winter,3,1.05,15.698012845155395,5.896284320513487,54.7304757549713,0,0,0.0,0,1.0,12,0,0,448.2614289381721,40,4.1,1.25,0.95,1.0,204,309.0,140.0,,168.42857142857142,,64.14789459485303
2019-01-28,2019,1,28,0,5,1,0,0,0,0,1,0,Winter,3,1.05,18.751396036691343,2.809990043020031,50.08848209811343,0,0,0.0,0,1.0,7,0,0,360.7621077206283,42,4.2,0.85,0.95,1.0,149,204.0,121.0,,177.57142857142858,,63.98139610557931
2019-01-29,2019,1,29,1,5,1,0,0,0,0,0,0,Winter,3,1.05,16.79872262016239,5.588465205528075,60.60928928115236,0,0,0.0,0,1.0,9,0,0,313.9935908850535,42,4.0,0.82,0.95,1.0,115,149.0,128.0,,181.57142857142858,,60.643375958294385
2019-01-30,2019,1,30,2,5,1,0,0,0,0,0,0,Winter,3,1.05,17.416612500413446,1.6105475999006464,66.6002036100863,0,0,0.0,0,1.0,8,0,0,333.4620518611282,39,4.3,0.88,0.95,1.0,97,115.0,160.0,,179.71428571428572,,62.720847904861365
2019-01-31,2019,1,31,3,5,1,0,0,1,0,0,0,Winter,3,1.05,16.796586775541208,1.8286757394049724,55.980657295119535,0,0,0.0,0,1.0,8,0,0,361.4554697582156,41,4.2,0.9,0.95,1.0,107,97.0,156.0,114.0,170.71428571428572,144.8,70.10638174877344
2019-02-01,2019,2,1,4,5,1,0,1,0,0,0,0,Winter,3,1.05,24.704556369017876,12.446614526802538,45.47965855132,0,0,0.0,0,1.0,6,0,0,342.4562068341005,40,4.3,1.0,0.9,1.0,110,107.0,165.0,124.0,163.71428571428572,144.56666666666666,74.15010515999347
2019-02-02,2019,2,2,5,5,1,1,0,0,0,0,0,Winter,3,1.05,20.97300555052413,4.730785031325403,42.255197374732624,0,0,0.0,0,1.0,11,0,0,437.55828712939405,40,3.9,1.35,0.9,1.0,139,110.0,309.0,118.0,155.85714285714286,144.1,76.85577092066362
2019-02-03,2019,2,3,6,5,1,1,0,0,0,0,0,Winter,3,1.05,18.8845781420882,12.810977842154772,51.2898799061059,0,0,0.0,0,1.0,8,0,0,338.8090367956265,39,4.1,1.25,0.9,1.0,149,139.0,204.0,130.0,131.57142857142858,144.8,36.84135874646481
2019-02-04,2019,2,4,0,6,1,0,0,0,0,0,0,Winter,3,1.05,22.645089824206377,13.826779473774982,55.51938671658129,0,0,0.0,0,1.0,7,0,0,290.2294588373504,41,4.2,0.85,0.9,1.0,124,149.0,149.0,184.0,123.71428571428571,145.43333333333334,21.48421347341894
2019-02-05,2019,2,5,1,6,1,0,0,0,0,0,0,Winter,3,1.05,18.558312700057954,15.590806658063563,52.37583873247691,0,0,0.0,0,1.0,6,0,0,357.2348444592973,39,3.9,0.82,0.9,1.0,85,124.0,115.0,163.0,120.14285714285714,143.43333333333334,18.442962265939425
2019-02-06,2019,2,6,2,6,1,0,0,0,0,0,0,Winter,3,1.05,21.41772719000951,19.876236407945417,49.98798079540573,0,1,26.6,0,1.0,7,0,0,277.1382234477238,38,4.2,0.88,0.9,1.0,159,85.0,97.0,102.0,115.85714285714286,140.83333333333334,22.806640636947535
2019-02-07,2019,2,7,3,6,1,0,0,0,0,0,0,Winter,3,1.05,17.08065975224045,4.510790965598474,47.05364174105347,0,0,0.0,0,1.0,8,0,0,324.9180554120904,40,4.1,0.9,0.9,1.0,120,159.0,107.0,109.0,124.71428571428571,142.73333333333332,26.06859084360786
2019-02-08,2019,2,8,4,6,1,0,0,0,0,0,0,Winter,3,1.05,18.34362790220314,3.0719793931451775,44.539181836409554,0,1,27.0,0,1.0,6,0,0,225.2777312330241,39,4.2,1.0,0.9,1.0,165,120.0,110.0,118.0,126.57142857142857,143.1,25.039017172253136
2019-02-09,2019,2,9,5,6,1,1,0,0,0,0,0,Winter,3,1.05,21.393722471738247,6.981995438800666,54.173756631624414,0,0,0.0,0,1.0,8,0,0,400.7818337919273,39,4.1,1.35,0.9,1.0,179,165.0,139.0,134.0,134.42857142857142,144.66666666666666,27.482461940039475
2019-02-10,2019,2,10,6,6,1,1,0,0,0,0,0,Winter,3,1.05,22.47693315999082,3.7111854637807196,54.56885810692793,0,0,0.0,0,1.0,12,0,0,397.8897956799694,38,4.3,1.25,0.9,1.0,159,179.0,149.0,133.0,140.14285714285714,146.16666666666666,32.323513481821955
2019-02-11,2019,2,11,0,7,1,0,0,0,0,0,0,Winter,3,1.05,21.34273656237994,7.351838088602107,42.27135106654633,0,0,0.0,0,1.0,8,0,0,376.13915927806966,42,3.9,0.85,0.9,1.0,127,159.0,124.0,190.0,141.57142857142858,147.03333333333333,32.99422748935106
2019-02-12,2019,2,12,1,7,1,0,0,0,0,0,0,Winter,3,1.05,20.768703435223518,9.782142978955688,57.94919489090342,0,0,0.0,0,1.0,10,0,0,352.75624532483886,40,4.1,0.82,0.9,1.0,106,127.0,85.0,162.0,142.0,144.93333333333334,32.74650108535773
2019-02-13,2019,2,13,2,7,1,0,0,0,0,0,0,Winter,3,1.05,20.397792608821423,9.328408565392698,52.870356104470005,0,0,0.0,0,1.0,7,0,0,344.6958368703801,39,3.9,0.88,0.9,1.0,114,106.0,159.0,113.0,145.0,143.06666666666666,27.135462651912427
2019-02-14,2019,2,14,3,7,1,0,0,0,0,0,0,Winter,3,1.05,18.042956019265144,3.754308033926239,56.99797322572897,0,0,0.0,0,1.0,7,0,0,397.0800254716135,40,4.2,0.9,0.9,1.0,111,114.0,120.0,100.0,138.57142857142858,143.1,28.55904493534492
2019-02-15,2019,2,15,4,7,1,0,0,0,0,0,0,Winter,3,1.05,19.560311583210584,1.460430606438531,43.28936125757443,0,1,13.2,0,1.0,8,0,0,271.10130786205804,42,4.1,1.0,0.9,1.0,154,111.0,165.0,159.0,137.28571428571428,143.46666666666667,29.71371336445118
2019-02-16,2019,2,16,5,7,1,1,0,0,0,0,0,Winter,3,1.05,20.078722458080424,4.504384108782888,43.17087922292281,0,1,26.3,0,1.0,9,0,0,368.855568753903,39,4.1,1.35,0.9,1.0,190,154.0,179.0,115.0,135.71428571428572,143.3,28.259006149746877
2019-02-17,2019,2,17,6,7,1,1,0,0,0,0,0,Winter,3,1.05,23.11424445243783,1.2307511598888041,49.255153451163515,0,0,0.0,0,1.0,10,0,0,333.15411340818605,38,4.0,1.25,0.9,1.0,164,190.0,159.0,151.0,137.28571428571428,145.8,31.218126602527434
2019-02-18,2019,2,18,0,8,1,0,0,0,0,0,0,Winter,3,1.05,21.687236579136922,17.665259524296534,52.51392213447597,0,0,0.0,0,1.0,7,0,0,316.4655247999677,40,4.1,0.85,0.9,1.0,123,164.0,127.0,181.0,138.0,146.23333333333332,31.84860017855315
2019-02-19,2019,2,19,1,8,1,0,0,0,0,0,0,Winter,3,1.05,17.47391968927453,3.3956846093915205,58.98180411463482,0,0,0.0,0,1.0,9,0,0,301.49371469506747,38,4.1,0.82,0.9,1.0,109,123.0,106.0,140.0,137.42857142857142,144.3,32.11363751252288
2019-02-20,2019,2,20,2,8,1,0,0,0,0,0,0,Winter,3,1.05,21.64816793878959,1.3422360282015993,53.53039456907566,0,0,0.0,0,1.0,6,0,0,381.27770141807673,42,4.1,0.88,0.9,1.0,115,109.0,114.0,121.0,137.85714285714286,143.26666666666668,31.64084159978776
2019-02-21,2019,2,21,3,8,1,0,0,0,0,0,0,Winter,3,1.05,20.229835439167367,0.20621723517341328,48.786593615939836,0,0,0.0,0,1.0,9,0,0,347.38359065618425,42,4.4,0.9,0.9,1.0,97,115.0,111.0,128.0,138.0,143.06666666666666,31.5171910761942
2019-02-22,2019,2,22,4,8,1,0,0,0,0,0,0,Winter,3,1.05,19.646155999388082,8.303654064164858,44.86815396167054,0,0,0.0,0,1.0,8,0,0,349.45987021628093,40,4.2,1.0,0.9,1.0,130,97.0,154.0,160.0,136.0,142.03333333333333,33.872309241227356
2019-02-23,2019,2,23,5,8,1,1,0,0,0,0,0,Winter,3,1.05,22.223352577681737,8.10466706397456,56.15000286359575,0,0,0.0,0,1.0,10,0,0,355.73068049082195,42,4.0,1.35,0.9,1.0,143,130.0,190.0,156.0,132.57142857142858,141.03333333333333,32.948733626940076
2019-02-24,2019,2,24,6,8,1,1,0,0,0,0,0,Winter,3,1.05,23.0619990449919,3.3314501368859326,45.176472871246425,0,0,0.0,0,1.0,11,0,0,388.0122601626844,41,4.2,1.25,0.9,1.0,144,143.0,164.0,165.0,125.85714285714286,140.6,22.39366406991488
2019-02-25,2019,2,25,0,9,1,0,0,0,0,0,0,Winter,3,1.05,22.862560238232398,0.5953050382101962,58.14234277386161,0,0,0.0,0,1.0,6,0,0,319.46138786763555,40,4.2,0.85,0.9,1.0,121,144.0,123.0,309.0,123.0,139.9,17.445152144172912
2019-02-26,2019,2,26,1,9,1,0,0,0,0,0,0,Winter,3,1.05,19.321564953554724,4.21603158489397,48.57807675196745,0,0,0.0,0,1.0,6,0,0,365.33820059416865,41,4.0,0.82,0.9,1.0,102,121.0,109.0,204.0,122.71428571428571,133.63333333333333,17.461522324951208
2019-02-27,2019,2,27,2,9,1,0,0,0,0,0,0,Winter,3,1.05,20.381575248297573,2.9826378042262665,57.95291036308925,0,0,0.0,0,1.0,10,0,0,310.35635458673545,42,4.2,0.88,0.9,1.0,116,102.0,115.0,149.0,121.71428571428571,130.23333333333332,18.544669366283394
2019-02-28,2019,2,28,3,9,1,0,0,1,0,0,0,Winter,3,1.05,21.662526862807127,9.043812185269612,53.394656450296395,0,0,0.0,0,1.0,7,0,0,403.19177460820305,40,3.9,0.9,0.9,1.0,119,116.0,97.0,115.0,121.85714285714286,129.13333333333333,18.48809140526765
2019-03-01,2019,3,1,4,9,1,0,1,0,0,0,0,Summer,0,0.85,28.95109025424472,9.308442460058355,44.31502255278771,0,0,0.0,0,1.0,10,0,0,282.97678201503624,41,4.0,1.0,1.0,1.0,127,119.0,130.0,97.0,125.0,129.26666666666668,15.121728296285225
2019-03-02,2019,3,2,5,9,1,1,0,0,0,0,0,Summer,0,0.85,26.04165152430942,4.534906865588917,42.403018140869364,0,1,21.6,0,1.0,8,0,0,324.53920670173756,42,3.9,1.35,1.0,1.0,186,127.0,143.0,107.0,124.57142857142857,130.26666666666668,14.998412614419824
2019-03-03,2019,3,3,6,9,1,1,0,0,0,0,0,Summer,0,0.85,26.628682046672367,2.457631492242483,43.295460613269604,0,0,0.0,0,1.0,11,0,0,467.08802039864383,39,4.1,1.25,1.0,1.0,148,186.0,144.0,110.0,130.71428571428572,132.9,27.445183461549302
2019-03-04,2019,3,4,0,10,1,0,0,0,0,0,1,Summer,0,0.85,24.787330051987944,44.2585030936453,47.14158346187619,1,0,0.0,0,1.0,7,0,0,332.59445008151863,39,4.0,0.85,1.0,1.0,106,148.0,121.0,139.0,131.28571428571428,134.16666666666666,27.80715906449451
2019-03-05,2019,3,5,1,10,1,0,0,0,0,0,0,Summer,0,0.85,24.60758675183866,6.0513927246529375,45.38578248108858,0,0,0.0,0,1.0,9,0,0,297.4048534238235,38,4.0,0.82,1.0,1.0,79,106.0,102.0,149.0,129.14285714285714,133.06666666666666,29.271308884461057
2019-03-06,2019,3,6,2,10,1,0,0,0,0,0,0,Summer,0,0.85,28.625051644788396,11.656314385193248,42.03094295965647,0,0,0.0,0,1.0,10,0,0,358.76286250150673,39,4.2,0.88,1.0,1.0,101,79.0,116.0,124.0,125.85714285714286,130.73333333333332,33.770937068375765
2019-03-07,2019,3,7,3,10,1,0,0,0,0,0,0,Summer,0,0.85,29.712480057141647,1.5146608209468253,44.171842948411836,0,1,18.5,0,1.0,8,0,0,293.9843103114183,41,4.1,0.9,1.0,1.0,149,101.0,119.0,85.0,123.71428571428571,129.96666666666667,34.95575434609828
2019-03-08,2019,3,8,4,10,1,0,0,0,0,0,0,Summer,0,0.85,26.855979756839332,6.647340822689206,45.39288514859575,0,0,0.0,0,1.0,9,0,0,316.56518977526775,39,4.2,1.0,1.0,1.0,111,149.0,127.0,159.0,128.0,132.1,36.10170817749956
2019-03-09,2019,3,9,5,10,1,1,0,0,0,0,0,Summer,0,0.85,29.007065795784047,0.2792296242292531,34.356329527925936,0,0,0.0,0,1.0,12,0,0,356.1651675680513,40,4.3,1.35,1.0,1.0,151,111.0,186.0,120.0,125.71428571428571,130.5,36.67748758077769
2019-03-10,2019,3,10,6,10,1,1,0,0,0,0,0,Summer,0,0.85,27.723272050095268,7.0411736947070205,47.29084057394349,0,0,0.0,0,1.0,12,0,0,510.73494422503774,40,4.4,1.25,1.0,1.0,155,151.0,148.0,165.0,120.71428571428571,131.53333333333333,28.581545827767435
2019-03-11,2019,3,11,0,11,1,0,0,0,0,0,0,Summer,0,0.85,25.70976049078975,33.24719988512149,40.10139387641597,1,1,27.1,0,1.0,10,0,0,285.73792399263453,40,4.1,0.85,1.0,1.0,124,155.0,106.0,179.0,121.71428571428571,131.2,29.792137025924077
2019-03-12,2019,3,12,1,11,1,0,0,0,0,0,0,Summer,0,0.85,27.722791211016826,4.8484394479474195,39.233337983971275,0,0,0.0,0,1.0,8,0,0,272.9773055866849,39,4.2,0.82,1.0,1.0,100,124.0,79.0,159.0,124.28571428571429,129.36666666666667,28.975358989517893
2019-03-13,2019,3,13,2,11,1,0,0,0,0,0,0,Summer,0,0.85,30.07607313293194,0.39776720774783136,36.56327826444645,0,0,0.0,0,1.0,8,0,0,409.7483903602214,39,4.1,0.88,1.0,1.0,82,100.0,101.0,127.0,127.28571428571429,127.4,24.198583193473006
2019-03-14,2019,3,14,3,11,1,0,0,0,0,0,0,Summer,0,0.85,26.928347921780098,0.31445044725836535,36.03053751066055,0,0,0.0,0,1.0,8,0,0,374.4428362044228,38,4.3,0.9,1.0,1.0,109,82.0,149.0,106.0,124.57142857142857,125.9,28.348175384300383
2019-03-15,2019,3,15,4,11,1,0,0,0,0,0,0,Summer,0,0.85,30.129287311628012,4.910013626300815,38.222762484438555,0,0,0.0,0,1.0,7,0,0,319.3413427592085,42,4.2,1.0,1.0,1.0,99,109.0,111.0,114.0,118.85714285714286,126.0,26.579619833176675
2019-03-16,2019,3,16,5,11,1,1,0,0,0,0,0,Summer,0,0.85,21.76050979182051,1.7438307385113085,41.45489521184755,0,1,21.9,0,1.0,10,0,0,318.8752364525543,38,4.0,1.35,1.0,1.0,192,99.0,151.0,111.0,117.14285714285714,125.5,27.540446446566538
2019-03-17,2019,3,17,6,11,1,1,0,0,0,0,0,Summer,0,0.85,28.643805008750448,0.2362907708120056,54.76629568763284,0,0,0.0,0,1.0,10,0,0,426.93891184632923,41,4.0,1.25,1.0,1.0,130,192.0,155.0,154.0,123.0,128.2,38.227389831550624
2019-03-18,2019,3,18,0,12,1,0,0,0,0,0,0,Summer,0,0.85,27.17409413647634,14.114629041429104,42.37060162052398,0,0,0.0,0,1.0,8,0,0,340.1232669004218,40,4.3,0.85,1.0,1.0,110,130.0,124.0,190.0,119.42857142857143,127.4,35.83228126916271
2019-03-19,2019,3,19,1,12,1,0,0,0,0,1,0,Summer,0,0.85,26.401985299068265,6.134547044538153,45.88875053134016,0,0,0.0,0,1.0,9,0,0,272.96088726219597,39,4.0,0.82,1.0,1.0,144,110.0,100.0,164.0,117.42857142857143,124.73333333333333,35.92518681397574
2019-03-20,2019,3,20,2,12,1,0,0,0,0,1,0,Summer,0,0.85,27.183521553071003,3.414271728293356,47.00240693253164,0,0,0.0,0,1.0,8,0,0,421.48959858418675,42,4.1,0.88,1.0,1.0,125,144.0,82.0,123.0,123.71428571428571,124.06666666666666,36.215624094738935
2019-03-21,2019,3,21,3,12,1,0,0,0,1,1,0,Summer,0,0.85,23.024862170798215,23.03417269321543,45.65532593107925,0,0,0.0,0,1.0,10,0,0,412.64038151136174,42,4.2,0.9,1.0,1.0,190,125.0,109.0,109.0,129.85714285714286,124.13333333333334,31.26994601545594
2019-03-22,2019,3,22,4,12,1,0,0,0,0,1,0,Summer,0,0.85,26.560656224324976,1.2345542349786531,44.61278269637003,0,0,0.0,0,1.0,10,0,0,409.82286945929707,39,4.1,1.0,1.0,1.0,154,190.0,99.0,115.0,141.42857142857142,126.83333333333333,36.76890508231625
2019-03-23,2019,3,23,5,12,1,1,0,0,0,1,0,Summer,0,0.85,27.714225143023494,31.217225481409745,39.02353118200378,1,0,0.0,0,1.0,11,0,0,451.1373983186286,38,4.3,1.35,1.0,1.0,166,154.0,192.0,97.0,149.28571428571428,128.13333333333333,31.721256205233946
2019-03-24,2019,3,24,6,12,1,1,0,0,0,0,0,Summer,0,0.85,29.955788089483033,3.7682913549052626,52.25463774139606,0,0,0.0,0,1.0,8,0,0,359.95961822068745,42,4.3,1.25,1.0,1.0,139,166.0,130.0,130.0,145.57142857142858,130.43333333333334,27.0669364284
2019-03-25,2019,3,25,0,13,1,0,0,0,0,0,0,Summer,0,0.85,25.963459563452705,21.92867135568108,54.03598321818943,0,1,19.0,0,1.0,8,0,0,353.3275945745259,38,4.0,0.85,1.0,1.0,143,139.0,110.0,143.0,146.85714285714286,130.73333333333332,26.409774525281154
2019-03-26,2019,3,26,1,13,1,0,0,0,0,0,0,Summer,0,0.85,25.383012794213624,9.236751206847723,36.586706529386575,0,0,0.0,0,1.0,10,0,0,323.94229800545276,39,4.0,0.82,1.0,1.0,123,143.0,144.0,144.0,151.57142857142858,130.73333333333332,21.157009420498095
2019-03-27,2019,3,27,2,13,1,0,0,0,0,0,0,Summer,0,0.85,25.996485912830927,17.52773551376384,39.8798570455681,0,0,0.0,0,1.0,10,0,0,275.33197652784236,38,4.2,0.88,1.0,1.0,97,123.0,125.0,121.0,148.57142857142858,130.03333333333333,23.740662324776157
2019-03-28,2019,3,28,3,13,1,0,0,0,0,0,0,Summer,0,0.85,28.83080423540415,41.359895960002824,43.60094828811497,1,0,0.0,0,1.0,9,0,0,333.01607335911433,40,4.1,0.9,1.0,1.0,78,97.0,190.0,102.0,144.57142857142858,129.23333333333332,29.92689505476716
2019-03-29,2019,3,29,4,13,1,0,0,0,0,0,0,Summer,0,0.85,27.65750221931937,3.402469648986117,40.17731102544904,0,0,0.0,0,1.0,6,0,0,365.90550007105116,39,3.8,1.0,1.0,1.0,121,78.0,154.0,116.0,128.57142857142858,128.43333333333334,31.489983290231383
2019-03-30,2019,3,30,5,13,1,1,0,0,0,0,0,Summer,0,0.85,25.940479592465923,32.47673665959655,47.52982776727933,1,0,0.0,0,1.0,9,0,0,381.49053408014646,39,4.0,1.35,1.0,1.0,157,121.0,166.0,119.0,123.85714285714286,128.6,29.452948756893523
2019-03-31,2019,3,31,6,13,1,1,0,1,0,0,0,Summer,0,0.85,28.02653486622671,4.934473296916218,41.358638987966934,0,0,0.0,0,1.0,12,0,0,387.71806636299596,42,4.1,1.25,1.0,1.0,148,157.0,139.0,127.0,122.57142857142857,129.86666666666667,27.433903251616485
2019-04-01,2019,4,1,0,14,2,0,1,0,0,0,0,Summer,0,0.85,33.19415509869608,7.304485848149403,50.825280339033014,0,0,0.0,0,1.0,10,0,0,395.74264179714453,42,4.2,0.85,0.95,1.0,77,148.0,143.0,186.0,123.85714285714286,130.56666666666666,28.521504000949808
2019-04-02,2019,4,2,1,14,2,0,0,0,0,0,0,Summer,0,0.85,34.93728998106578,6.241532064457194,45.95274297171798,0,0,0.0,0,1.0,10,0,0,354.2597592116037,42,4.2,0.82,0.95,1.0,99,77.0,123.0,148.0,114.42857142857143,126.93333333333334,31.853085370479512
2019-04-03,2019,4,3,2,14,2,0,0,0,0,0,0,Summer,0,0.85,31.595893812245293,11.693902453408203,41.06287015316107,0,0,0.0,0,1.0,10,0,0,316.2680675486019,40,4.4,0.88,0.95,1.0,94,99.0,97.0,106.0,111.0,125.3,32.06763685296038
